Ingredient,Trade_Name(s),Disease_Category,Duration_Class,Substance_Class,ChEMBL_ID,Gene_Symbol(s),Target_Name(s),Mechanism_of_Action,Action_Type(s),Target_ChEMBL_ID(s),N_Targets,Match_Strategy
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM | TRANXENE,Psychiatric,PERIODIC,chemical,CHEMBL2096631,"GABRA1, GABRB2, GABRG2, GABRB3, GABRA4, GABRG3, GABRQ, GABRA3, GABRP, GABRD, GABRG1, GABRB1, GABRE, GABRA2, GABRA5, GABRA6",GABA-A receptor; anion channel,GABA-A receptor; anion channel positive allosteric modulator,POSITIVE ALLOSTERIC MODULATOR,CHEMBL2093872,1,direct
CLOTRIMAZOLE,CLOTIC | CLOTRIMAZOLE | TRIVAGIZOLE 3,Infectious,SHORT,chemical,CHEMBL104,ERG11,Lanosterol 14-alpha demethylase,Cytochrome P450 51 inhibitor,INHIBITOR,CHEMBL1780,1,direct
CLOZAPINE,CLOZAPINE | CLOZARIL | VERSACLOZ,Psychiatric,CHRONIC,chemical,CHEMBL42,HTR2A | DRD2,5-hydroxytryptamine receptor 2A | D(2) dopamine receptor,Serotonin 2a (5-HT2a) receptor antagonist; Dopamine D2 receptor antagonist,ANTAGONIST,CHEMBL224; CHEMBL217,2,direct
COBICISTAT; DARUNAVIR ETHANOLATE,PREZCOBIX | PREZCOBIX PED,Other/Unclassified,OTHER,chemical,CHEMBL2095208 | CHEMBL1201127,"CYP3A4, CYP3A5, CYP3A43, CYP3A7 | pol",Cytochrome P450 3A | Human immunodeficiency virus type 1 protease,Cytochrome P450 3A inhibitor; Human immunodeficiency virus type 1 protease inhibitor,INHIBITOR,CHEMBL2364675; CHEMBL243,2,combination
COBICISTAT; DARUNAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,SYMTUZA,Infectious,CHRONIC,chemical,CHEMBL2095208 | CHEMBL1323 | CHEMBL885 | CHEMBL2364637,"CYP3A4, CYP3A5, CYP3A43, CYP3A7 | pol",Cytochrome P450 3A | Human immunodeficiency virus type 1 protease | Human immunodeficiency virus type 1 reverse transcriptase,Cytochrome P450 3A inhibitor; Human immunodeficiency virus type 1 protease inhibitor; Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR,CHEMBL2364675; CHEMBL243; CHEMBL247,3,combination
COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,GENVOYA,Infectious,CHRONIC,chemical,CHEMBL2095208 | CHEMBL204656 | CHEMBL885 | CHEMBL2364637,"CYP3A4, CYP3A5, CYP3A43, CYP3A7 | pol",Cytochrome P450 3A | Human immunodeficiency virus type 1 integrase | Human immunodeficiency virus type 1 reverse transcriptase,Cytochrome P450 3A inhibitor; Human immunodeficiency virus type 1 integrase inhibitor; Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR,CHEMBL2364675; CHEMBL3471; CHEMBL247,3,combination
COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,STRIBILD,Infectious,CHRONIC,chemical,CHEMBL2095208 | CHEMBL204656 | CHEMBL885 | CHEMBL1486,"CYP3A4, CYP3A5, CYP3A43, CYP3A7 | pol",Cytochrome P450 3A | Human immunodeficiency virus type 1 integrase | Human immunodeficiency virus type 1 reverse transcriptase,Cytochrome P450 3A inhibitor; Human immunodeficiency virus type 1 integrase inhibitor; Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR,CHEMBL2364675; CHEMBL3471; CHEMBL247,3,combination
COBIMETINIB FUMARATE,COTELLIC,Oncology,LONG-TERM,chemical,CHEMBL2364607,MAP2K1 | MAP2K2,Dual specificity mitogen-activated protein kinase kinase 1 | Dual specificity mitogen-activated protein kinase kinase 2,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor; Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,INHIBITOR,CHEMBL3587; CHEMBL2964,2,direct
COCAINE HYDROCHLORIDE,GOPRELTO | NUMBRINO,Other/Unclassified,OTHER,chemical,CHEMBL529437,"SCN1A, SCN5A, SCN4A, SCN7A, SCN2A, SCN9A, SCN3A, SCN11A, SCN8A, SCN10A",Sodium channel alpha subunit,Sodium channel alpha subunit blocker,BLOCKER,CHEMBL2331043,1,direct
CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,"PROMETH HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE W/CODEINE PHOSPHATE | PROMETHAZINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE W/CODEINE PHOSPHATE",Respiratory,SHORT,chemical,CHEMBL6067642 | CHEMBL1200339 | CHEMBL1200750,"OPRK1, OPRD1, OPRM1 | ADRA1A, ADRA1D, ADRA1B | HRH1",Opioid receptors; mu/kappa/delta | Adrenergic receptor alpha-1 | Histamine H1 receptor,Opioid receptors; mu/kappa/delta agonist; Adrenergic receptor alpha-1 agonist; Histamine H1 receptor antagonist,AGONIST | ANTAGONIST,CHEMBL2095181; CHEMBL2094251; CHEMBL231,3,combination
CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE AND CODEINE PHOSPHATE,Respiratory,SHORT,chemical,CHEMBL6067642 | CHEMBL1200750,"OPRK1, OPRD1, OPRM1 | HRH1",Opioid receptors; mu/kappa/delta | Histamine H1 receptor,Opioid receptors; mu/kappa/delta agonist; Histamine H1 receptor antagonist,AGONIST | ANTAGONIST,CHEMBL2095181; CHEMBL231,2,combination
CODEINE PHOSPHATE; PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,TRIACIN-C,Respiratory,SHORT,chemical,CHEMBL6067642 | CHEMBL1200724 | CHEMBL3188034,"OPRK1, OPRD1, OPRM1 | SLC6A2 | HRH1",Opioid receptors; mu/kappa/delta | Sodium-dependent noradrenaline transporter | Histamine H1 receptor,Opioid receptors; mu/kappa/delta agonist; Norepinephrine transporter releasing agent; Histamine H1 receptor antagonist,AGONIST | RELEASING AGENT | ANTAGONIST,CHEMBL2095181; CHEMBL222; CHEMBL231,3,combination
CODEINE SULFATE,CODEINE SULFATE,Respiratory,SHORT,chemical,CHEMBL4297091,"OPRK1, OPRD1, OPRM1",Opioid receptors; mu/kappa/delta,Opioid receptors; mu/kappa/delta agonist,AGONIST,CHEMBL2095181,1,direct
COLCHICINE,COLCHICINE | GLOPERBA | LODOCO | MITIGARE,Metabolic,PERIODIC,chemical,CHEMBL107,"TUBB4B, TUBB1, TUBA3C, TUBA4A, TUBB3, TUBA1A, TUBB4A, TUBB8, TUBB, TUBA1B, TUBA1C, TUBA3E, TUBB2A, TUBB2B, TUBB6",Tubulin,Tubulin inhibitor,INHIBITOR,CHEMBL2095182,1,direct
COLCHICINE; PROBENECID,COL-PROBENECID | PROBENECID AND COLCHICINE,Metabolic,PERIODIC,chemical,CHEMBL107 | CHEMBL897,"TUBB4B, TUBB1, TUBA3C, TUBA4A, TUBB3, TUBA1A, TUBB4A, TUBB8, TUBB, TUBA1B, TUBA1C, TUBA3E, TUBB2A, TUBB2B, TUBB6 | SLC22A6 | SLC22A8 | SLC22A11",Tubulin | Solute carrier family 22 member 6 | Organic anion transporter 3 | Solute carrier family 22 member 11,Tubulin inhibitor; Solute carrier family 22 member 6 inhibitor; Solute carrier family 22 member 8 inhibitor; Solute carrier family 22 member 11 inhibitor,INHIBITOR,CHEMBL2095182; CHEMBL1641347; CHEMBL1641348; CHEMBL2073677,4,combination
COLESEVELAM HYDROCHLORIDE,COLESEVELAM HYDROCHLORIDE | WELCHOL,Metabolic,CHRONIC,polymer,CHEMBL1201473,,Bile acids,Bile acids sequestering agent,SEQUESTERING AGENT,CHEMBL2364175,1,direct
COLESTIPOL HYDROCHLORIDE,COLESTID | COLESTIPOL HYDROCHLORIDE,Metabolic,CHRONIC,polymer,CHEMBL1201474,,Bile acids,Bile acids sequestering agent,SEQUESTERING AGENT,CHEMBL2364175,1,direct
COLISTIMETHATE SODIUM,COLISTIMETHATE SODIUM,Other/Unclassified,OTHER,mixture,CHEMBL1201441,,Cell membrane,Cell membrane inhibitor,INHIBITOR,CHEMBL2364031,1,direct
COLISTIN SULFATE; HYDROCORTISONE ACETATE; NEOMYCIN SULFATE; THONZONIUM BROMIDE,COLY-MYCIN S,Infectious,SHORT,mixture,CHEMBL6067482 | CHEMBL1091 | CHEMBL3989769,"NR3C1 | rpsB, rplD, rpsA, rpsJ, rpsK, rpsL, rpsM, rpsN, rpsO, rpsP, rpsQ, rpsR, rpsS, rpsT, rpsU, rpsC, rpsD, rpsE, rpsF, rpsG, rpsH, rpsI, rplJ, rplK, rplM, rplN, rplO, rplP, rplQ, rplR, rplS, rplA, rplT, rplU, rplV, rplW, rplX, rplY, rpmA, rpmB, rpmC, rplB, rpmD, ykgM, rpmE, rpmF, rpmG, rpmH, rpmI, ykgO, rpmJ, rplC, rplE, rplF, rplL",Cell outer membrane | Glucocorticoid receptor | Bacterial 70S ribosome,Cell outer membrane inhibitor; Glucocorticoid receptor agonist; Bacterial 70S ribosome inhibitor,INHIBITOR | AGONIST,CHEMBL2364032; CHEMBL2034; CHEMBL2363135,3,combination
CONIVAPTAN HYDROCHLORIDE,VAPRISOL IN 5% DEXTROSE IN PLASTIC CONTAINER,Cardiovascular,SHORT,chemical,CHEMBL1201108,AVPR2 | AVPR1A,Vasopressin V2 receptor | Vasopressin V1a receptor,Vasopressin V2 receptor antagonist; Vasopressin V1a receptor antagonist,ANTAGONIST,CHEMBL1790; CHEMBL1889,2,direct
COPPER,MIUDELLA | PARAGARD T 380A,Other/Unclassified,OTHER,chemical,,,,,,,0,not_found
COPPER CU-64 DOTATATE,DETECTNET,Other/Unclassified,OTHER,chemical,CHEMBL4297339,,,Diagnostic agent,,,0,direct
COPPER HISTIDINATE,ZYCUBO,Other/Unclassified,OTHER,chemical,,,,,,,0,not_found
CORTICOTROPIN,ACTHAR GEL | ACTHAR GEL (AUTOINJECTOR) | PURIFIED CORTROPHIN GEL,Other/Unclassified,OTHER,protein,CHEMBL1201610,MC2R,Adrenocorticotropic hormone receptor,Melanocortin receptor 2 agonist,AGONIST,CHEMBL1965,1,direct
COSYNTROPIN,CORTROSYN | COSYNTROPIN,Other/Unclassified,OTHER,protein,CHEMBL2103784,MC2R,Adrenocorticotropic hormone receptor,Melanocortin receptor 2 agonist,AGONIST,CHEMBL1965,1,direct
CRINECERFONT,CRENESSITY,Other/Unclassified,OTHER,chemical,CHEMBL291657,CRHR1,Corticotropin-releasing factor receptor 1,Corticotropin releasing factor receptor 1 antagonist,ANTAGONIST,CHEMBL1800,1,direct
CRISABOROLE,EUCRISA,Dermatology,CHRONIC,chemical,CHEMBL484785,"PDE4A, PDE4D, PDE4B, PDE4C",Phosphodiesterase 4,Phosphodiesterase 4 inhibitor,INHIBITOR,CHEMBL2093863,1,direct
CRIZOTINIB,XALKORI,Oncology,LONG-TERM,chemical,CHEMBL601719,"MET | ALK | ALK, EML4 | ALK, NPM1 | ROS1 | MST1R",Hepatocyte growth factor receptor | ALK tyrosine kinase receptor | EML4-ALK | NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) | Proto-oncogene tyrosine-protein kinase ROS | Macrophage-stimulating protein receptor,Hepatocyte growth factor receptor inhibitor; ALK tyrosine kinase receptor inhibitor; EML4-ALK inhibitor; NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor; Proto-oncogene tyrosine-protein kinase ROS inhibitor; Macrophage-stimulating protein receptor inhibitor,INHIBITOR,CHEMBL3717; CHEMBL4247; CHEMBL3883330; CHEMBL2111387; CHEMBL5568; CHEMBL2689,6,direct
CROFELEMER,MYTESI,Other/Unclassified,OTHER,polymer,CHEMBL2108184,CFTR | ANO1,Cystic fibrosis transmembrane conductance regulator | Anoctamin-1,Cystic fibrosis transmembrane conductance regulator inhibitor; Anoctamin-1 blocker,INHIBITOR | BLOCKER,CHEMBL4051; CHEMBL2046267,2,direct
CROMOLYN SODIUM,CROMOLYN SODIUM | GASTROCROM,Respiratory,CHRONIC,chemical,CHEMBL74,,,Unknown,,,0,direct
CROTAMITON,CROTAN | EURAX,Other/Unclassified,OTHER,mixture,CHEMBL6067975,,,Unknown,,,0,direct
CUPRIC CHLORIDE,CUPRIC CHLORIDE | CUPRIC CHLORIDE IN PLASTIC CONTAINER,Other/Unclassified,OTHER,chemical,,,,,,,0,not_found
CUPRIC SULFATE,CUPRIC SULFATE,Other/Unclassified,OTHER,chemical,CHEMBL604,,,Unknown,,,0,direct
CUPRIC SULFATE; MANGANESE SULFATE; SELENIOUS ACID; ZINC SULFATE,MULTRYS | TRALEMENT,Metabolic,CHRONIC,mixture,CHEMBL604 | CHEMBL2103742 | CHEMBL2009089,,,Unknown; Supplement,,,0,combination
CYANOCOBALAMIN,CYANOCOBALAMIN | VIBISONE,Metabolic,CHRONIC,chemical,CHEMBL2110563,,,Supplement,,,0,direct
CYCLOBENZAPRINE HYDROCHLORIDE,AMRIX | CYCLOBENZAPRINE HYDROCHLORIDE | TONMYA,Pain,SHORT,chemical,CHEMBL1200636,HTR2A | HTR2C,5-hydroxytryptamine receptor 2A | 5-hydroxytryptamine receptor 2C,Serotonin 2a (5-HT2a) receptor antagonist; Serotonin 2c (5-HT2c) receptor antagonist,ANTAGONIST,CHEMBL224; CHEMBL225,2,direct
CYCLOPENTOLATE HYDROCHLORIDE,AKPENTOLATE | CYCLOGYL | PENTOLAIR,Other/Unclassified,OTHER,chemical,CHEMBL1200473,CHRM3,Muscarinic acetylcholine receptor M3,Muscarinic acetylcholine receptor M3 antagonist,ANTAGONIST,CHEMBL245,1,direct
CYCLOPENTOLATE HYDROCHLORIDE; PHENYLEPHRINE HYDROCHLORIDE,CYCLOMYDRIL,Cardiovascular,SHORT,chemical,CHEMBL1200473 | CHEMBL1200339,"CHRM3 | ADRA1A, ADRA1D, ADRA1B",Muscarinic acetylcholine receptor M3 | Adrenergic receptor alpha-1,Muscarinic acetylcholine receptor M3 antagonist; Adrenergic receptor alpha-1 agonist,ANTAGONIST | AGONIST,CHEMBL245; CHEMBL2094251,2,combination
CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE | CYTOXAN | FRINDOVYX,Oncology,SHORT,chemical,CHEMBL1200796,,DNA,DNA inhibitor,INHIBITOR,CHEMBL2311221,1,direct
CYCLOSERINE,SEROMYCIN,Other/Unclassified,OTHER,chemical,CHEMBL771,ddl | alr,D-alanine--D-alanine ligase | Alanine racemase,D-alanylalanine synthetase inhibitor; Alanine racemase inhibitor,INHIBITOR,CHEMBL2030; CHEMBL2031,2,direct
CYCLOSPORINE,CEQUA | CYCLOSPORINE | GENGRAF | NEORAL | RESTASIS | RESTASIS MULTIDOSE | SANDIMMUNE | VERKAZIA | VEVYE,Autoimmune,CHRONIC,chemical,CHEMBL160,PPIA,Peptidyl-prolyl cis-trans isomerase A,Cyclophilin A modulator,MODULATOR,CHEMBL1949,1,direct
CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE,Psychiatric,PERIODIC,chemical,CHEMBL1716,HRH1,Histamine H1 receptor,Histamine H1 receptor antagonist,ANTAGONIST,CHEMBL231,1,direct
CYSTEAMINE BITARTRATE,CYSTAGON | PROCYSBI,Other/Unclassified,OTHER,chemical,CHEMBL1200577,,Cystine,Cystine reducing agent,REDUCING AGENT,CHEMBL2364039,1,direct
CYSTEAMINE HYDROCHLORIDE,CYSTADROPS | CYSTARAN,Other/Unclassified,OTHER,chemical,CHEMBL1256137,,Cystine,Cystine reducing agent,REDUCING AGENT,CHEMBL2364039,1,direct
CYSTEINE HYDROCHLORIDE,ELCYS,Other/Unclassified,OTHER,chemical,,,,,,,0,not_found
CYTARABINE,CYTARABINE,Oncology,SHORT,chemical,CHEMBL803,"POLA1, POLD4, POLD3, POLD1, POLD2, POLE, POLA2, PRIM1, PRIM2, POLE2, POLE3",DNA | RNA | DNA polymerase (alpha/delta/epsilon),DNA inhibitor; RNA inhibitor; DNA polymerase (alpha/delta/epsilon) inhibitor,INHIBITOR,CHEMBL2311221; CHEMBL2311222; CHEMBL2363042,3,direct
CYTARABINE; DAUNORUBICIN,VYXEOS,Oncology,SHORT,chemical,CHEMBL803 | CHEMBL178,"POLA1, POLD4, POLD3, POLD1, POLD2, POLE, POLA2, PRIM1, PRIM2, POLE2, POLE3 | TOP2A",DNA | RNA | DNA polymerase (alpha/delta/epsilon) | DNA topoisomerase 2-alpha,DNA inhibitor; RNA inhibitor; DNA polymerase (alpha/delta/epsilon) inhibitor; DNA topoisomerase II alpha inhibitor,INHIBITOR,CHEMBL2311221; CHEMBL2311222; CHEMBL2363042; CHEMBL1806,4,combination
DABIGATRAN ETEXILATE MESYLATE,DABIGATRAN ETEXILATE MESYLATE | PRADAXA,Cardiovascular,CHRONIC,chemical,CHEMBL1615369,F2,Prothrombin,Thrombin inhibitor,INHIBITOR,CHEMBL204,1,direct
DABRAFENIB MESYLATE,TAFINLAR,Oncology,LONG-TERM,chemical,CHEMBL2105729,BRAF,Serine/threonine-protein kinase B-raf,Serine/threonine-protein kinase B-raf inhibitor,INHIBITOR,CHEMBL5145,1,direct
DACARBAZINE,DACARBAZINE,Oncology,SHORT,chemical,CHEMBL476,,DNA,DNA inhibitor,INHIBITOR,CHEMBL2311221,1,direct
DACOMITINIB,VIZIMPRO,Oncology,LONG-TERM,chemical,CHEMBL2105719,EGFR | ERBB2 | ERBB4,Epidermal growth factor receptor | Receptor tyrosine-protein kinase erbB-2 | Receptor tyrosine-protein kinase erbB-4,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,INHIBITOR,CHEMBL203; CHEMBL1824; CHEMBL3009,3,direct
DACTINOMYCIN,DACTINOMYCIN,Infectious,SHORT,chemical,CHEMBL1554,,DNA,DNA inhibitor,INHIBITOR,CHEMBL2311221,1,direct
DALBAVANCIN HYDROCHLORIDE,DALBAVANCIN HYDROCHLORIDE | DALVANCE,Other/Unclassified,OTHER,mixture,CHEMBL3301650,,Peptidoglycan,Peptidoglycan inhibitor,INHIBITOR,CHEMBL3041361,1,direct
DALFAMPRIDINE,AMPYRA | DALFAMPRIDINE,Other/Unclassified,OTHER,chemical,CHEMBL284348,"KCNQ1, KCND3, KCNH2, KCNA2, KCNA1, KCNQ2, KCNQ3, KCNA7, KCNQ5, KCNQ4, KCNH1, KCNA4, KCNA5, KCNA3, KCNA6, KCNC1, KCND2, KCNB2, KCNC4, KCNC3, KCNB1, KCNA10, KCNV1, KCNH5, KCNG3, KCNG4, KCNV2, KCNS1, KCNH8, KCNC2, KCNS3, KCNH6, KCNF1, KCNH7, KCND1, KCNG1, KCNG2, KCNH3, KCNS2, KCNH4",Voltage-gated potassium channel,Voltage-gated potassium channel blocker,BLOCKER,CHEMBL2362996,1,direct
DALTEPARIN SODIUM,FRAGMIN,Cardiovascular,SHORT,polymer,CHEMBL1201460,SERPINC1,Antithrombin-III,Antithrombin-III activator,ACTIVATOR,CHEMBL1950,1,direct
DANAZOL,DANAZOL,Other/Unclassified,OTHER,chemical,CHEMBL1479,PGR | AR,Progesterone receptor | Androgen receptor,Progesterone receptor agonist; Androgen Receptor agonist,AGONIST,CHEMBL208; CHEMBL1871,2,direct
DANICOPAN,VOYDEYA,Other/Unclassified,OTHER,chemical,CHEMBL4250860,CFD,Complement factor D,Complement factor D inhibitor,INHIBITOR,CHEMBL2176771,1,direct
DANTROLENE SODIUM,DANTRIUM | DANTROLENE SODIUM | REVONTO | RYANODEX,Neurology,PERIODIC,chemical,CHEMBL928,RYR1 | RYR3,Ryanodine receptor 1 | Ryanodine receptor 3,Ryanodine receptor 1 antagonist; Ryanodine receptor 3 antagonist,ANTAGONIST,CHEMBL1846; CHEMBL2062,2,direct
DAPAGLIFLOZIN,DAPAGLIFLOZIN | FARXIGA,Metabolic,CHRONIC,chemical,CHEMBL429910,SLC5A2,Sodium/glucose cotransporter 2,Sodium/glucose cotransporter 2 inhibitor,INHIBITOR,CHEMBL3884,1,direct
DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE | XIGDUO XR,Metabolic,CHRONIC,chemical,CHEMBL429910 | CHEMBL1703,"SLC5A2 | MT-ND6, NDUFA10, NDUFS8, MT-ND4L, NDUFA6, MT-ND1, NDUFB6, COXFA4, NDUFA11, NDUFB7, MT-ND2, NDUFS2, MT-ND5, NDUFA8, NDUFB5, MT-ND4, MT-ND3, NDUFAB1, NDUFA1, NDUFS4, NDUFB3, NDUFC1, NDUFA2, NDUFS5, NDUFS7, NDUFS6, NDUFB1, NDUFS3, NDUFA3, NDUFB4, NDUFB8, NDUFB2, NDUFA7, NDUFC2, NDUFB10, NDUFV2, NDUFS1, NDUFV1, NDUFV3, NDUFA5, NDUFA9, NDUFAF2, NDUFAF3, COXFA4L2, NDUFB11, NDUFAF4, NDUFA13, NDUFA12, NDUFAF1, NDUFB9 | GPD2","Sodium/glucose cotransporter 2 | Mitochondrial complex I (NADH dehydrogenase) | Glycerol-3-phosphate dehydrogenase, mitochondrial",Sodium/glucose cotransporter 2 inhibitor; Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,INHIBITOR,CHEMBL3884; CHEMBL2363065; CHEMBL3391681,3,combination
DAPAGLIFLOZIN; SAXAGLIPTIN HYDROCHLORIDE,DAPAGLIFLOZIN AND SAXAGLIPTIN HYDROCHLORIDE,Metabolic,CHRONIC,chemical,CHEMBL429910 | CHEMBL1201743,SLC5A2 | DPP4,Sodium/glucose cotransporter 2 | Dipeptidyl peptidase 4,Sodium/glucose cotransporter 2 inhibitor; Dipeptidyl peptidase IV inhibitor,INHIBITOR,CHEMBL3884; CHEMBL284,2,combination
DAPSONE,ACZONE | DAPSONE,Infectious,LONG-TERM,chemical,CHEMBL1043,folP1,Dihydropteroate synthase,Dihydropteroate synthase 1 inhibitor,INHIBITOR,CHEMBL2362993,1,direct
DAPTOMYCIN,DAPTOMYCIN | DAPTOMYCIN IN 0.9% SODIUM CHLORIDE,Infectious,SHORT,chemical,CHEMBL387675,,Cell membrane,Cell membrane inhibitor,INHIBITOR,CHEMBL2364031,1,direct
DARIDOREXANT HYDROCHLORIDE,QUVIVIQ,Other/Unclassified,OTHER,chemical,CHEMBL4650216,HCRTR1 | HCRTR2,Orexin/Hypocretin receptor type 1 | Orexin receptor type 2,Orexin receptor 1 antagonist; Orexin receptor 2 antagonist,ANTAGONIST,CHEMBL5113; CHEMBL4792,2,direct
DARIFENACIN HYDROBROMIDE,DARIFENACIN | DARIFENACIN HYDROBROMIDE,Neurology,CHRONIC,chemical,CHEMBL1200935,CHRM3 | CHRM2,Muscarinic acetylcholine receptor M3 | Muscarinic acetylcholine receptor M2,Muscarinic acetylcholine receptor M3 antagonist; Muscarinic acetylcholine receptor M2 antagonist,ANTAGONIST,CHEMBL245; CHEMBL211,2,direct
DAROLUTAMIDE,NUBEQA,Oncology,LONG-TERM,chemical,CHEMBL4297185,AR,Androgen receptor,Androgen Receptor antagonist,ANTAGONIST,CHEMBL1871,1,direct
DARUNAVIR,DARUNAVIR | PREZISTA,Infectious,CHRONIC,chemical,CHEMBL1323,pol,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus type 1 protease inhibitor,INHIBITOR,CHEMBL243,1,direct
DASATINIB,DASATINIB | PHYRAGO | SPRYCEL,Oncology,LONG-TERM,chemical,CHEMBL5416410,"ABL1, BCR",Bcr/Abl fusion protein,Bcr/Abl fusion protein inhibitor,INHIBITOR,CHEMBL2096618,1,direct
DAUNORUBICIN HYDROCHLORIDE,CERUBIDINE | DAUNORUBICIN HYDROCHLORIDE,Oncology,SHORT,chemical,CHEMBL1563,TOP2A,DNA topoisomerase 2-alpha | DNA,DNA topoisomerase II alpha inhibitor; DNA inhibitor,INHIBITOR,CHEMBL1806; CHEMBL2311221,2,direct
DECITABINE,DECITABINE,Infectious,CHRONIC,chemical,CHEMBL1201129,DNMT3A | DNMT1,DNA (cytosine-5)-methyltransferase 3A | DNA (cytosine-5)-methyltransferase 1 | DNA,DNA (cytosine-5)-methyltransferase 3A inhibitor; DNA (cytosine-5)-methyltransferase 1 inhibitor; DNA inhibitor,INHIBITOR,CHEMBL1992; CHEMBL1993; CHEMBL2311221,3,direct
DEFERASIROX,DEFERASIROX | EXJADE | JADENU | JADENU SPRINKLE,Other,CHRONIC,chemical,CHEMBL550348,,Iron,Iron chelating agent,CHELATING AGENT,CHEMBL2363058,1,direct
DEFERIPRONE,DEFERIPRONE | FERRIPROX,Other/Unclassified,OTHER,chemical,CHEMBL70927,,,Unknown,,,0,direct
DEFEROXAMINE MESYLATE,DEFEROXAMINE MESYLATE | DESFERAL,Other,CHRONIC,chemical,CHEMBL1234,,Iron,Iron chelating agent,CHELATING AGENT,CHEMBL2363058,1,direct
DEFIBROTIDE SODIUM,DEFITELIO,Other/Unclassified,OTHER,polymer,CHEMBL3707226,PLG,Plasminogen,Plasminogen activator,ACTIVATOR,CHEMBL1801,1,direct
DEFLAZACORT,DEFLAZACORT | EMFLAZA | JAYTHARI | PYQUVI,Autoimmune,CHRONIC,chemical,CHEMBL1201891,NR3C1,Glucocorticoid receptor,Glucocorticoid receptor agonist,AGONIST,CHEMBL2034,1,direct
DEGARELIX ACETATE,FIRMAGON,Oncology,LONG-TERM,chemical,CHEMBL2028987,GNRHR,Gonadotropin-releasing hormone receptor,Gonadotropin-releasing hormone receptor antagonist,ANTAGONIST,CHEMBL1855,1,direct
DEHYDRATED ALCOHOL,ABLYSINOL | DEHYDRATED ALCOHOL,Other/Unclassified,OTHER,chemical,,,,,,,0,not_found
DELAFLOXACIN MEGLUMINE,BAXDELA,Infectious,SHORT,chemical,CHEMBL2105638,"gyrB, gyrA | parC, parE",Bacterial DNA gyrase | Topoisomerase IV,Bacterial DNA gyrase inhibitor; Topoisomerase IV inhibitor,INHIBITOR,CHEMBL2311224; CHEMBL2363076,2,direct
DELGOCITINIB,ANZUPGO,Oncology,LONG-TERM,chemical,CHEMBL4297507,"JAK3, JAK1, JAK2, TYK2",Janus Kinase (JAK),Janus Kinase (JAK) inhibitor,INHIBITOR,CHEMBL2363062,1,direct
DEMECLOCYCLINE HYDROCHLORIDE,DEMECLOCYCLINE HYDROCHLORIDE,Infectious,SHORT,chemical,CHEMBL1200474,"rpsB, rplD, rpsA, rpsJ, rpsK, rpsL, rpsM, rpsN, rpsO, rpsP, rpsQ, rpsR, rpsS, rpsT, rpsU, rpsC, rpsD, rpsE, rpsF, rpsG, rpsH, rpsI, rplJ, rplK, rplM, rplN, rplO, rplP, rplQ, rplR, rplS, rplA, rplT, rplU, rplV, rplW, rplX, rplY, rpmA, rpmB, rpmC, rplB, rpmD, ykgM, rpmE, rpmF, rpmG, rpmH, rpmI, ykgO, rpmJ, rplC, rplE, rplF, rplL",Bacterial 70S ribosome,Bacterial 70S ribosome inhibitor,INHIBITOR,CHEMBL2363135,1,direct
DEOXYCHOLIC ACID,DEOXYCHOLIC ACID | KYBELLA,Other/Unclassified,OTHER,chemical,CHEMBL406393,,Cell membrane,Cell membrane disrupting agent,DISRUPTING AGENT,CHEMBL3390826,1,direct
