Ingredient,Trade_Name(s),Substance_Class,UNII,Disease_Category,Duration_Class,NDA_Count,ANDA_Count,Generic_Competitor_Count,Earliest_Approval,Medicaid_Total_Reimbursed_2023_USD,Medicaid_Total_Reimbursed_2023_USD_M,Medicaid_Total_Prescriptions_2023,Medicaid_Total_Units_2023,NADAC_Avg_Per_Unit_2024_USD,Medicaid_Matched_Product_Names
CHLOROTHIAZIDE SODIUM,CHLOROTHIAZIDE SODIUM,chemical,SN86FG7N2K,Cardiovascular,CHRONIC,0,5,5,2009-10-16,,,,,,
CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE,chemical,V1Q0O9OJ9Z,Respiratory,PERIODIC,0,1,1,2009-05-13,,,,,,
CHLORPHENIRAMINE MALEATE; CODEINE PHOSPHATE,TUXARIN ER,chemical,V1Q0O9OJ9Z | GSL05Y1MN6,Respiratory,PERIODIC,1,0,0,2015-06-22,,,,,,
CHLORPHENIRAMINE MALEATE; IBUPROFEN; PHENYLEPHRINE HYDROCHLORIDE,ADVIL ALLERGY AND CONGESTION RELIEF | ADVIL MULTI-SYMPTOM COLD & FLU,chemical,V1Q0O9OJ9Z | WK2XYI10QM | 04JA59TNSJ,Respiratory,PERIODIC,1,0,0,2011-12-21,,,,,,
CHLORPHENIRAMINE MALEATE; IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE,ADVIL ALLERGY SINUS | CHILDREN'S ADVIL ALLERGY SINUS,chemical,V1Q0O9OJ9Z | WK2XYI10QM | 6V9V2RYJ8N,Respiratory,PERIODIC,2,0,0,2002-12-19,,,,,,
CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX,HYDROCODONE POLISTIREX AND CHLORPHENIRAMINE POLISTIREX,concept, | ,Respiratory,PERIODIC,0,1,1,2010-10-01,,,,,,
CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE | SONAZINE,chemical,9WP59609J6,Psychiatric,CHRONIC,0,28,74,2018-09-10,,,,,0.6339,
CHLORTHALIDONE,CHLORTHALIDONE | HEMICLOR | THALITONE,chemical,Q0MQD1073Q,Psychiatric,CHRONIC,2,17,32,1986-07-21,907118.29,0.91,5984,241109,1.2486,THALITONE
CHLORZOXAZONE,CHLORZOXAZONE,chemical,H0DE420U8G,Pain,SHORT,0,16,28,1988-05-04,,,,,1.4246,
CHOLESTYRAMINE,CHOLESTYRAMINE | CHOLESTYRAMINE LIGHT | LOCHOLEST | LOCHOLEST LIGHT | PREVALITE,polymer,4B33BGI082,Metabolic,CHRONIC,0,16,30,1996-02-22,1176539.24,1.18,17656,3928946,0.4597,PREVALITE
CHOLIC ACID,CHOLBAM,chemical,G1JO7801AE,Other/Unclassified,OTHER,1,0,0,2015-03-17,30425661.16,30.43,886,68745,,CHOLBAM | CHOLBAM 25 | CHOLBAM 50 | CHOLBAM CA
CHOLINE C-11,CHOLINE C-11,chemical,M4AS4XGD4Q,Other/Unclassified,OTHER,1,1,1,2012-09-12,,,,,,
CHOLINE FENOFIBRATE,FENOFIBRIC ACID,chemical,4BMH7IZT98,Metabolic,CHRONIC,0,8,16,2013-12-04,,,,,0.2413,
CHROMIC CHLORIDE,CHROMIC CHLORIDE | CHROMIC CHLORIDE IN PLASTIC CONTAINER,chemical,KB1PCR9DMW,Other/Unclassified,OTHER,1,1,1,1986-06-26,,,,,,
CICLESONIDE,ALVESCO | OMNARIS,chemical,S59502J185,Respiratory,CHRONIC,2,0,0,2006-10-20,36055478.74,36.06,112493,1199130,36.2773,ALVESCO | ALVESCO 16 | ALVESCO 80 | ALVESCO IN | OMNARIS
CICLOPIROX,CICLOPIROX | LOPROX,chemical,19W019ZDRJ,Infectious,SHORT,2,20,20,1982-12-30,17659429.56,17.66,733999,25557193,0.6313,CICLOPIROX | LOPROX | LOPROX SHA
CIDOFOVIR,CIDOFOVIR,chemical,JIL713Q00N,Infectious,SHORT,0,2,2,2012-06-27,265274.97,0.27,402,2089,,CIDOFOVIR
CILASTATIN SODIUM; IMIPENEM,IMIPENEM AND CILASTATIN | PRIMAXIN,chemical,5428WXZ74M | 71OTZ9ZE0A,Metabolic,CHRONIC,1,2,3,1985-11-26,181896.24,0.18,510,5717,,PRIMAXIN | PRIMAXIN 5
CILASTATIN SODIUM; IMIPENEM; RELEBACTAM,RECARBRIO,chemical,5428WXZ74M | 71OTZ9ZE0A | Y1MYA2UHFL,Metabolic,CHRONIC,1,0,0,2019-07-16,953008.90,0.95,197,2990,,RECARBRIO
CILOSTAZOL,CILOSTAZOL,chemical,N7Z035406B,Cardiovascular,CHRONIC,0,5,10,2004-11-23,3491323.61,3.49,229663,15120209,0.1206,CILOSTAZOL
CIMETIDINE,CIMETIDINE | TAGAMET HB,chemical,80061L1WGD,GI,CHRONIC,1,7,21,1994-05-17,4278837.66,4.28,125391,8165912,0.4254,CIMETIDINE
CIMETIDINE HYDROCHLORIDE,CIMETIDINE HYDROCHLORIDE,chemical,WF10491673,GI,CHRONIC,0,2,2,1994-12-22,,,,,,
CINACALCET HYDROCHLORIDE,CINACALCET HYDROCHLORIDE,chemical,1K860WSG25,Metabolic,CHRONIC,0,10,28,2018-03-08,77971785.71,77.97,626008,10234222,0.5987,CINACALCET
CIPROFLOXACIN,CIPRO | CIPROFLOXACIN | CIPROFLOXACIN IN DEXTROSE 5% IN PLASTIC CONTAINER,chemical,5E8K9I0O4U,Infectious,SHORT,1,5,9,1997-09-26,,,,,0.3864,
CIPROFLOXACIN HYDROCHLORIDE,CETRAXAL | CILOXAN | CIPRO | CIPROFLOXACIN HYDROCHLORIDE,chemical,4BA73M5E37,Infectious,SHORT,4,17,36,1987-10-22,18586972.01,18.59,80114,2421035,28.0610,CILOXAN | CILOXAN 0. | CILOXAN OI | CIPRO | CIPRO 10%
CIPROFLOXACIN HYDROCHLORIDE; FLUOCINOLONE ACETONIDE,OTOVEL,chemical,4BA73M5E37 | 0CD5FD6S2M,Infectious,SHORT,1,0,0,2016-04-29,57.62,0.00,16,17,,OTOVEL
CIPROFLOXACIN HYDROCHLORIDE; HYDROCORTISONE,CIPRO HC | CIPROFLOXACIN HYDROCHLORIDE AND HYDROCORTISONE,chemical,4BA73M5E37 | WI4X0X7BPJ,Infectious,SHORT,1,1,1,1998-02-10,1315227.10,1.32,3690,37088,,CIPRO HC
CIPROFLOXACIN; CIPROFLOXACIN HYDROCHLORIDE,CIPROFLOXACIN EXTENDED RELEASE,chemical,5E8K9I0O4U | 4BA73M5E37,Infectious,SHORT,0,1,1,2007-03-26,,,,,,
CIPROFLOXACIN; DEXAMETHASONE,CIPRODEX | CIPROFLOXACIN AND DEXAMETHASONE,chemical,5E8K9I0O4U | 7S5I7G3JQL,Infectious,SHORT,1,5,5,2003-07-18,152379165.66,152.38,622050,4681385,31.8548,CIPRODEX | CIPRODEX O
CISATRACURIUM BESYLATE,CISATRACURIUM BESYLATE | CISATRACURIUM BESYLATE PRESERVATIVE FREE,chemical,80YS8O1MBS,Other,SHORT,0,19,32,2012-02-03,,,,,,
CISPLATIN,CISPLATIN,chemical,Q20Q21Q62J,Oncology,SHORT,1,6,6,1988-11-08,5720894.37,5.72,47442,3475860,,CISPLATIN
CITALOPRAM HYDROBROMIDE,CELEXA | CITALOPRAM HYDROBROMIDE,chemical,I1E9D14F36,Psychiatric,CHRONIC,2,12,26,1998-07-17,48188203.24,48.19,5134231,222654870,3.4184,CELEXA | CELEXA  20 | CELEXA 10 | CELEXA 10M | CELEXA 20
CITRIC ACID; GLUCONOLACTONE; MAGNESIUM CARBONATE,RENACIDIN,chemical,2968PHW8QP | WQ29KQ9POT | 0E53J927NA,Other/Unclassified,OTHER,1,0,0,1990-10-02,,,,,,CITRIC ACI
CITRIC ACID; LACTIC ACID; POTASSIUM BITARTRATE,PHEXX,chemical,2968PHW8QP | 3B8D35Y7S4 | NPT6P8P3UU,Other/Unclassified,OTHER,1,0,0,2020-05-22,,,,,,
CITRIC ACID; MAGNESIUM OXIDE; SODIUM PICOSULFATE,"CLENPIQ | SODIUM PICOSULFATE, MAGNESIUM OXIDE AND ANHYDROUS CITRIC ACID",chemical,2968PHW8QP | 3A3U0GI71G | LR57574HN8,Other/Unclassified,OTHER,1,1,1,2017-11-28,8038482.78,8.04,49153,16523085,0.4995,CLENPIQ | CLENPIQ 16 | CLENPIQ 17 | CLENPIQ SO
CITRIC ACID; UREA C-13,IDKIT:HP,chemical,2968PHW8QP | W6KX9E6D8X,Other/Unclassified,OTHER,1,0,0,2002-12-17,,,,,,
CLADRIBINE,CLADRIBINE | MAVENCLAD,chemical,47M74X9YT5,Neurology,LONG-TERM,1,5,5,2000-02-28,62248806.36,62.25,1377,12121,,CLADRIBINE | MAVENCLAD
CLARITHROMYCIN,CLARITHROMYCIN,chemical,H1250JIK0A,Infectious,SHORT,0,12,18,2004-06-24,,,,,1.2220,
CLASCOTERONE,WINLEVI,chemical,XN7MM8XG2M,Other/Unclassified,OTHER,1,0,0,2020-08-26,27283568.47,27.28,47871,2892270,9.5990,WINLEVI | WINLEVI  C | WINLEVI (C | WINLEVI 1%
CLEMASTINE FUMARATE,CLEMASTINE FUMARATE,chemical,19259EGQ3D,Respiratory,PERIODIC,0,3,3,1992-01-31,185459.55,0.19,3556,199178,0.5113,CLEMASTINE
CLEVIDIPINE,CLEVIPREX,chemical,19O2GP3B7Q,Cardiovascular,CHRONIC,1,0,0,2008-08-01,78755.97,0.08,112,7680,,CLEVIPREX
CLINDAMYCIN HYDROCHLORIDE,CLEOCIN HYDROCHLORIDE | CLINDAMYCIN HYDROCHLORIDE,chemical,T20OQ1YN1W,Infectious,SHORT,1,7,16,1988-04-14,,,,,0.9943,
CLINDAMYCIN PALMITATE HYDROCHLORIDE,CLEOCIN | CLINDAMYCIN PALMITATE HYDROCHLORIDE,chemical,VN9A8JM7M7,Infectious,SHORT,0,5,5,1986-04-07,,,,,,
CLINDAMYCIN PHOSPHATE,CLEOCIN | CLEOCIN PHOSPHATE | CLEOCIN T | CLINDAGEL | CLINDAMYCIN PHOSPHATE | CLINDAMYCIN PHOSPHATE IN 0.9% SODIUM CHLORIDE | CLINDAMYCIN PHOSPHATE IN 5% DEXTROSE IN PLASTIC CONTAINER | CLINDAMYCIN PHOSPHATE IN DEXTROSE 5% | CLINDESSE | XACIATO,chemical,EH6D7113I8,Infectious,SHORT,10,38,46,1987-01-07,14760021.89,14.76,38643,680095,14.6161,CLEOCIN | CLEOCIN 10 | CLEOCIN 2% | CLEOCIN 60 | CLEOCIN 90
CLINDAMYCIN PHOSPHATE; TRETINOIN,CLINDAMYCIN PHOSPHATE AND TRETINOIN | VELTIN | ZIANA,chemical,EH6D7113I8 | 5688UTC01R,Infectious,SHORT,2,3,3,2006-11-07,86579.62,0.09,150,7050,,ZIANA | ZIANA GEL
CLOBAZAM,CLOBAZAM | ONFI | SYMPAZAN,chemical,2MRO291B4U,Neurology,CHRONIC,3,17,28,2011-10-21,195076398.41,195.08,879970,115573464,23.2227,CLOBAZAM | CLOBAZAM 1 | CLOBAZAM 2 | CLOBAZAM O | CLOBAZAM S
CLOBETASOL PROPIONATE,BYQLOVI | CLOBETASOL PROPIONATE | CLOBETASOL PROPIONATE (EMOLLIENT) | CLOBEX | IMPOYZ,chemical,779619577M,Dermatology,CHRONIC,5,53,53,1994-02-16,62037381.58,62.04,2110417,106848546,0.4111,CLOBETASOL | CLOBEX | CLOBEX 0.0 | CLOBEX SHA
CLOCORTOLONE PIVALATE,CLOCORTOLONE PIVALATE | CLODERM,chemical,QBL8IZH14X,Other/Unclassified,OTHER,1,1,1,2020-04-21,,,,,3.3819,CLODERM | CLODERM 0. | CLODERM CR | CLODERM PU
CLOFARABINE,CLOFARABINE,chemical,762RDY0Y2H,Oncology,LONG-TERM,0,7,7,2017-11-06,,,,,,
CLOMIPHENE CITRATE,CLOMIPHENE CITRATE | MILOPHENE,mixture,1B8447E7YI,Metabolic,SHORT,0,7,7,1988-12-20,51725.79,0.05,2762,26263,0.8867,CLOMIPHENE
CLOMIPRAMINE HYDROCHLORIDE,ANAFRANIL | CLOMIPRAMINE HYDROCHLORIDE,chemical,2LXW0L6GWJ,Psychiatric,CHRONIC,1,13,39,1989-12-29,,,,,0.3215,ANAFRANIL
CLONAZEPAM,CLONAZEPAM | KLONOPIN,chemical,5PE9FDE8GB,Psychiatric,CHRONIC,1,12,44,1996-09-10,76812060.19,76.81,8170808,436762617,0.9688,CLONAZEPAM | KLONOPIN | KLONOPIN 0 | KLONOPIN 1 | KLONOPIN 2
CLONIDINE,CATAPRES-TTS-1 | CATAPRES-TTS-2 | CATAPRES-TTS-3 | CLONIDINE | NEXICLON XR,chemical,MN3L5RMN02,Cardiovascular,CHRONIC,2,3,9,1984-10-10,126407058.14,126.41,11548093,596316528,5.1670,CLONIDINE
CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE | DURACLON | JAVADIN | ONYDA XR,chemical,W76I6XXF06,Cardiovascular,CHRONIC,3,22,43,1986-12-16,1779600.96,1.78,2076,22424,,DURACLON | DURACLON 1 | DURACLON 5
CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE | PLAVIX,chemical,08I79HTP27,Cardiovascular,CHRONIC,1,16,22,1997-11-17,231889.62,0.23,764,30990,3.9667,PLAVIX | PLAVIX 75 | PLAVIX 75M
CLORAZEPATE DIPOTASSIUM,CLORAZEPATE DIPOTASSIUM | TRANXENE,chemical,63FN7G03XY,Psychiatric,PERIODIC,1,4,12,1987-07-17,,,,,1.0089,
CLOTRIMAZOLE,CLOTIC | CLOTRIMAZOLE | TRIVAGIZOLE 3,chemical,G07GZ97H65,Infectious,SHORT,2,13,13,1993-07-16,,,,,0.3013,
CLOZAPINE,CLOZAPINE | CLOZARIL | VERSACLOZ,chemical,J60AR2IKIC,Psychiatric,CHRONIC,2,8,31,1989-09-26,71780240.23,71.78,1186938,61595883,5.5209,CLOZAPINE | CLOZARIL | CLOZARIL 1 | CLOZARIL 2 | CLOZARIL T
COBICISTAT; DARUNAVIR ETHANOLATE,PREZCOBIX | PREZCOBIX PED,chemical,LW2E03M5PG | 33O78XF0BW,Other/Unclassified,OTHER,2,0,0,2015-01-29,225516152.48,225.52,92381,2935154,79.8234,PREZCOBIX
COBICISTAT; DARUNAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,SYMTUZA,chemical,LW2E03M5PG | YO603Y8113 | G70B4ETF4S | FWF6Q91TZO,Infectious,CHRONIC,1,0,0,2018-07-17,678940918.15,678.94,145926,4638226,152.2210,SYMTUZA | SYMTUZA 80
COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,GENVOYA,chemical,LW2E03M5PG | 4GDQ854U53 | G70B4ETF4S | FWF6Q91TZO,Infectious,CHRONIC,1,0,0,2015-11-05,980527496.10,980.53,243952,8050661,128.7485,GENVOYA | GENVOYA TA
COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,STRIBILD,chemical,LW2E03M5PG | 4GDQ854U53 | G70B4ETF4S | OTT9J7900I,Infectious,CHRONIC,1,0,0,2012-08-27,45747533.77,45.75,10856,355813,135.0612,STRIBILD | STRIBILD T
COBIMETINIB FUMARATE,COTELLIC,chemical,6EXI96H8SV,Oncology,LONG-TERM,1,0,0,2015-11-10,3079552.17,3.08,559,26186,,COTELLIC | COTELLIC 2
COCAINE HYDROCHLORIDE,GOPRELTO | NUMBRINO,chemical,XH8T8T6WZH,Other/Unclassified,OTHER,2,0,0,2017-12-14,105717.63,0.11,616,6164,,COCAINE HC | COCAINE HY | GOPRELTO | NUMBRINO | NUMBRINO 4
CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE,"PROMETH HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE W/CODEINE PHOSPHATE | PROMETHAZINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE W/CODEINE PHOSPHATE",chemical,GSL05Y1MN6 | 04JA59TNSJ | R61ZEH7I1I,Respiratory,SHORT,0,2,2,2006-12-07,11720401.75,11.72,900306,37168521,0.7824,CODEINE - | CODEINE GU | CODEINE PH | CODEINE SU
CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE AND CODEINE PHOSPHATE,chemical,GSL05Y1MN6 | R61ZEH7I1I,Respiratory,SHORT,0,5,5,1984-12-17,,,,,,
CODEINE PHOSPHATE; PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,TRIACIN-C,chemical,GSL05Y1MN6 | 6V9V2RYJ8N | YAN7R5L890,Respiratory,SHORT,0,1,1,1985-03-22,,,,,,
CODEINE SULFATE,CODEINE SULFATE,chemical,11QV9BS0CB,Respiratory,SHORT,1,1,3,2009-07-16,,,,,,
COLCHICINE,COLCHICINE | GLOPERBA | LODOCO | MITIGARE,chemical,SML2Y3J35T,Metabolic,PERIODIC,3,17,18,2014-09-26,27812759.51,27.81,591167,20892917,2.9162,COLCHICINE | MITIGARE | MITIGARE ( | MITIGARE 0
COLCHICINE; PROBENECID,COL-PROBENECID | PROBENECID AND COLCHICINE,chemical,SML2Y3J35T | PO572Z7917,Metabolic,PERIODIC,0,3,3,2008-05-13,,,,,,
COLESEVELAM HYDROCHLORIDE,COLESEVELAM HYDROCHLORIDE | WELCHOL,polymer,P4SG24WI5Q,Metabolic,CHRONIC,2,11,12,2000-05-26,2218276.70,2.22,3712,534844,2.6979,WELCHOL | WELCHOL  C | WELCHOL (C | WELCHOL 3. | WELCHOL 62
COLESTIPOL HYDROCHLORIDE,COLESTID | COLESTIPOL HYDROCHLORIDE,polymer,X7D10K905G,Metabolic,CHRONIC,2,6,6,1994-07-19,12704062.26,12.70,185101,17739173,1.4784,COLESTID | COLESTID 1 | COLESTID F | COLESTID G | COLESTID T
COLISTIMETHATE SODIUM,COLISTIMETHATE SODIUM,mixture,XW0E5YS77G,Other/Unclassified,OTHER,0,4,4,2008-04-17,,,,,,
COLISTIN SULFATE; HYDROCORTISONE ACETATE; NEOMYCIN SULFATE; THONZONIUM BROMIDE,COLY-MYCIN S,mixture,WP15DXU577 | 3X7931PO74 | 057Y626693 | JI2B19CR0R,Infectious,SHORT,1,0,0,,,,,,,
CONIVAPTAN HYDROCHLORIDE,VAPRISOL IN 5% DEXTROSE IN PLASTIC CONTAINER,chemical,75L57R6X36,Cardiovascular,SHORT,1,0,0,2008-10-08,,,,,,
COPPER,MIUDELLA | PARAGARD T 380A,chemical,789U1901C5,Other/Unclassified,OTHER,2,0,0,1984-11-15,15975537.47,15.98,49679,366856,,COPPER CHL | COPPER TRA
COPPER CU-64 DOTATATE,DETECTNET,chemical,N3858377KC,Other/Unclassified,OTHER,1,0,0,2020-09-03,,,,,,
COPPER HISTIDINATE,ZYCUBO,chemical,9078K3MO9U,Other/Unclassified,OTHER,1,0,0,2026-01-12,,,,,,
CORTICOTROPIN,ACTHAR GEL | ACTHAR GEL (AUTOINJECTOR) | PURIFIED CORTROPHIN GEL,protein,K0U68Q2TXA,Other/Unclassified,OTHER,2,0,0,2024-02-29,3071132.97,3.07,32,375,,ACTHAR GEL
COSYNTROPIN,CORTROSYN | COSYNTROPIN,protein,72YY86EA29,Other/Unclassified,OTHER,1,1,1,2012-06-29,172187.73,0.17,2131,2169,,CORTROSYN
CRINECERFONT,CRENESSITY,chemical,MFT24BX55I,Other/Unclassified,OTHER,2,0,0,2024-12-13,,,,,,
CRISABOROLE,EUCRISA,chemical,Q2R47HGR7P,Dermatology,CHRONIC,1,0,0,2016-12-14,144848048.85,144.85,194097,12838554,10.2983,EUCRISA | EUCRISA  C | EUCRISA (C | EUCRISA 2% | EUCRISA 20
CRIZOTINIB,XALKORI,chemical,53AH36668S,Oncology,LONG-TERM,2,0,0,2011-08-26,14699432.83,14.70,718,42455,,XALKORI | XALKORI  C | XALKORI (C | XALKORI 20 | XALKORI 25
CROFELEMER,MYTESI,polymer,PY79D6C8RX,Other/Unclassified,OTHER,1,0,0,2012-12-31,1656977.98,1.66,662,42330,,MYTESI | MYTESI 125
CROMOLYN SODIUM,CROMOLYN SODIUM | GASTROCROM,chemical,Q2WXR1I0PK,Respiratory,CHRONIC,1,10,10,1996-02-29,12296712.72,12.30,213089,22648760,0.8967,CROMOLYN 1 | CROMOLYN 2 | CROMOLYN 4 | CROMOLYN I | CROMOLYN S
CROTAMITON,CROTAN | EURAX,mixture,D6S4O4XD0H,Other/Unclassified,OTHER,1,1,1,,5589176.58,5.59,3613,916476,3.0537,CROTAN | CROTAN 10% | CROTAN EXT | EURAX | EURAX CREA
CUPRIC CHLORIDE,CUPRIC CHLORIDE | CUPRIC CHLORIDE IN PLASTIC CONTAINER,chemical,S2QG84156O,Other/Unclassified,OTHER,1,3,3,1986-06-26,684727.43,0.68,1844,15039,,CUPRIC CHL
CUPRIC SULFATE,CUPRIC SULFATE,chemical,LRX7AJ16DT,Other/Unclassified,OTHER,0,1,1,2022-12-16,,,,,,
CUPRIC SULFATE; MANGANESE SULFATE; SELENIOUS ACID; ZINC SULFATE,MULTRYS | TRALEMENT,mixture,LRX7AJ16DT | W00LYS4T26 | F6A27P4Q4R | 89DS0H96TB,Metabolic,CHRONIC,1,0,0,2020-07-02,822554.45,0.82,4889,49964,,MULTRYS | MULTRYS 1 | MULTRYS VI | TRALEMENT
CYANOCOBALAMIN,CYANOCOBALAMIN | VIBISONE,chemical,P6YC3EG204,Metabolic,CHRONIC,0,17,17,2015-12-11,,,,,28.1045,
CYCLOBENZAPRINE HYDROCHLORIDE,AMRIX | CYCLOBENZAPRINE HYDROCHLORIDE | TONMYA,chemical,0VE05JYS2P,Pain,SHORT,2,16,37,1989-05-03,,,,,16.5880,AMRIX | AMRIX 15MG | AMRIX 30MG | AMRIX ER 1
CYCLOPENTOLATE HYDROCHLORIDE,AKPENTOLATE | CYCLOGYL | PENTOLAIR,chemical,736I6971TE,Other/Unclassified,OTHER,0,6,6,1994-04-29,212512.72,0.21,1319,10706,1.0595,CYCLOGYL | CYCLOGYL 0 | CYCLOGYL 1 | CYCLOGYL 2 | PENTOLAIR
CYCLOPENTOLATE HYDROCHLORIDE; PHENYLEPHRINE HYDROCHLORIDE,CYCLOMYDRIL,chemical,736I6971TE | 04JA59TNSJ,Cardiovascular,SHORT,0,1,1,,,,,,,
CYCLOPHOSPHAMIDE,CYCLOPHOSPHAMIDE | CYTOXAN | FRINDOVYX,chemical,8N3DW7272P,Oncology,SHORT,7,14,36,2008-05-21,,,,,2.5693,
CYCLOSERINE,SEROMYCIN,chemical,95IK5KI84Z,Other/Unclassified,OTHER,0,1,1,,,,,,,
CYCLOSPORINE,CEQUA | CYCLOSPORINE | GENGRAF | NEORAL | RESTASIS | RESTASIS MULTIDOSE | SANDIMMUNE | VERKAZIA | VEVYE,chemical,83HN0GTJ6D,Autoimmune,CHRONIC,9,17,28,1983-11-14,331726848.63,331.73,443530,14396283,34.1382,CEQUA | CEQUA  CYC | CEQUA (CYC | CEQUA 0.09 | GENGRAF
CYPROHEPTADINE HYDROCHLORIDE,CYPROHEPTADINE HYDROCHLORIDE,chemical,NJ82J0F8QC,Psychiatric,PERIODIC,0,14,14,1983-05-26,,,,,0.0482,
CYSTEAMINE BITARTRATE,CYSTAGON | PROCYSBI,chemical,QO84GZ3TST,Other/Unclassified,OTHER,3,0,0,1994-08-15,105700378.06,105.70,2321,984891,,CYSTAGON | CYSTAGON 1 | CYSTAGON 5 | PROCYSBI | PROCYSBI D
CYSTEAMINE HYDROCHLORIDE,CYSTADROPS | CYSTARAN,chemical,IF1B771SVB,Other/Unclassified,OTHER,2,0,0,2012-10-02,16093431.59,16.09,1913,55655,,CYSTADROPS | CYSTARAN | CYSTARAN 0
CYSTEINE HYDROCHLORIDE,ELCYS,chemical,ZT934N0X4W,Other/Unclassified,OTHER,1,0,0,2019-04-16,2905296.45,2.91,3145,284513,,ELCYS | ELCYS  CYS | ELCYS (CYS | ELCYS 500
CYTARABINE,CYTARABINE,chemical,04079A1RDZ,Oncology,SHORT,0,14,15,1989-08-02,457016.55,0.46,10999,140627,,CYTARABINE
CYTARABINE; DAUNORUBICIN,VYXEOS,chemical,04079A1RDZ | ZS7284E0ZP,Oncology,SHORT,1,0,0,2017-08-03,346834.94,0.35,50,54,,VYXEOS | VYXEOS  DA | VYXEOS (DA | VYXEOS 44
DABIGATRAN ETEXILATE MESYLATE,DABIGATRAN ETEXILATE MESYLATE | PRADAXA,chemical,SC7NUW5IIT,Cardiovascular,CHRONIC,2,8,23,2010-10-19,33203367.15,33.20,82762,6961286,3.0839,DABIGATRAN | PRADAXA | PRADAXA 11 | PRADAXA 15 | PRADAXA 75
DABRAFENIB MESYLATE,TAFINLAR,chemical,B6DC89I63E,Oncology,LONG-TERM,2,0,0,2013-05-29,74182798.06,74.18,6776,715024,,TAFINLAR | TAFINLAR 1 | TAFINLAR 5 | TAFINLAR 7 | TAFINLAR C
DACARBAZINE,DACARBAZINE,chemical,7GR28W0FJI,Oncology,SHORT,0,3,6,1998-08-27,,,,,,
DACOMITINIB,VIZIMPRO,chemical,5092U85G58,Oncology,LONG-TERM,1,0,0,2018-09-27,,,,,,VIZIMPRO ( | VIZIMPRO 3 | VIZIMPRO 4
DACTINOMYCIN,DACTINOMYCIN,chemical,1CC1JFE158,Infectious,SHORT,0,4,4,2017-11-09,,,,,,
DALBAVANCIN HYDROCHLORIDE,DALBAVANCIN HYDROCHLORIDE | DALVANCE,mixture,33WDQ7T81E,Other/Unclassified,OTHER,1,5,5,2014-05-23,39516193.67,39.52,11944,26613,,DALVANCE | DALVANCE 5
DALFAMPRIDINE,AMPYRA | DALFAMPRIDINE,chemical,BH3B64OKL9,Other/Unclassified,OTHER,1,5,5,2010-01-22,8645837.76,8.65,2212,141712,0.5324,AMPYRA | AMPYRA ER
DALTEPARIN SODIUM,FRAGMIN,polymer,12M44VTJ7B,Cardiovascular,SHORT,1,0,0,1994-12-22,31752.87,0.03,132,145,,FRAGMIN | FRAGMIN  D | FRAGMIN (D | FRAGMIN 15 | FRAGMIN 18
DANAZOL,DANAZOL,chemical,N29QWW3BUO,Other/Unclassified,OTHER,0,2,6,1996-08-09,487181.81,0.49,2181,143087,2.3112,DANAZOL | DANAZOL 10 | DANAZOL 20 | DANAZOL 50 | DANAZOL CA
DANICOPAN,VOYDEYA,chemical,JM8C1SFX0U,Other/Unclassified,OTHER,1,0,0,2024-03-29,,,,,,
DANTROLENE SODIUM,DANTRIUM | DANTROLENE SODIUM | REVONTO | RYANODEX,chemical,287M0347EV,Neurology,PERIODIC,3,4,8,2005-03-01,2619811.14,2.62,39735,3994013,0.6484,DANTRIUM | DANTRIUM 2 | DANTRIUM C | DANTRIUM I | DANTROLENE
DAPAGLIFLOZIN,DAPAGLIFLOZIN | FARXIGA,chemical,1ULL0QJ8UC,Metabolic,CHRONIC,1,15,30,2014-01-08,1497009814.84,1497.01,2095134,82078907,14.9968,FARXIGA | FARXIGA 10 | FARXIGA 5 | FARXIGA 5M | FARXIGA TA
DAPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE | XIGDUO XR,chemical,1ULL0QJ8UC | 786Z46389E,Metabolic,CHRONIC,1,10,36,2014-10-29,53753761.49,53.75,78205,4377663,14.9124,XIGDUO XR
DAPAGLIFLOZIN; SAXAGLIPTIN HYDROCHLORIDE,DAPAGLIFLOZIN AND SAXAGLIPTIN HYDROCHLORIDE,chemical,1ULL0QJ8UC | Z8J84YIX6L,Metabolic,CHRONIC,0,2,2,2026-04-06,,,,,,
