Source,Record_ID,Company_Sponsor,Sponsor_Class,Country,Product_Name,Target_Disease,Disease_Area,Cell_Type,Gene_Target,Stage,Status,Start_Date,Source_URL,Notes
ClinicalTrials.gov,NCT00002549,European Organisation for Research and Treatment of Cancer - EORTC,NETWORK,Austria; Belgium; Croatia; Czechia; France; Germany; Hungary; Italy; Netherlands; Portugal; Turkey (Türkiye),filgrastim; busulfan; cyclophosphamide; cytarabine; daunorubicin hydrochloride; etoposide; idarubicin; mesna; mitoxantrone hydrochloride; allogeneic bone marrow transplantation; autologous bone marrow transplantation; peripheral blood stem cell transplantation; radiation therapy,Leukemia,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 3,UNKNOWN,1993-11,https://clinicaltrials.gov/study/NCT00002549,Combination Chemotherapy Followed by Bone Marrow or Peripheral Stem Cell Transplantation in Treating Patients With Acute Myelogenous Leukemia
ClinicalTrials.gov,NCT02570932,Puerta de Hierro University Hospital,OTHER,Spain,Autologous Mesenchymal Bone Marrow Cell,Spinal Cord Injury,Neurological,Mesenchymal Stem Cell (MSC),,Phase 2,COMPLETED,2015-07,https://clinicaltrials.gov/study/NCT02570932,Administration of Expanded Autologous Adult Bone Marrow Mesenchymal Cells in Established Chronic Spinal Cord Injuries
ClinicalTrials.gov,NCT02504047,University of Calgary,OTHER,Canada,T-Cell replete haplo-transplant,Hematologic Neoplasms,Oncology / Hematologic Malignancy,Cord Blood / HSC,,N/A (Device/Behavioral),COMPLETED,2014-02,https://clinicaltrials.gov/study/NCT02504047,"Use of Haploidentical Related Donors for Patients Without Matched Sibling, Unrelated Donor or Cord Blood Units"
ClinicalTrials.gov,NCT00243009,OHSU Knight Cancer Institute,OTHER,United States,cyclosporine; fludarabine phosphate; mycophenolate mofetil; allogeneic bone marrow transplantation; peripheral blood stem cell transplantation; radiation therapy,Kidney Cancer,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,TERMINATED,2005-06,https://clinicaltrials.gov/study/NCT00243009,Fludarabine and Total-Body Irradiation in Treating Patients Who Are Undergoing a Donor Stem Cell Transplant for Metastatic Kidney Cancer That Cannot Be Removed By Surgery
ClinicalTrials.gov,NCT03383081,"Sclnow Biotechnology Co., Ltd.",INDUSTRY,China,Low dose mesenchymal stem cells; High dose mesenchymal stem cells; Intraarticular injection,"Osteoarthritis, Knee",Orthopedic / Musculoskeletal,Mesenchymal Stem Cell (MSC),,Phase 2,RECRUITING,2018-10-01,https://clinicaltrials.gov/study/NCT03383081,The Safety/Efficacy of hUC Mesenchymal Stem Cells（19#iSCLife®-OA） Therapy for Patients With Osteoarthritis
ClinicalTrials.gov,NCT04302519,"CAR-T (Shanghai) Biotechnology Co., Ltd.",INDUSTRY,,Dental pulp mesenchymal stem cells,COVID-19,Infectious Disease / COVID-19,Mesenchymal Stem Cell (MSC),,Early Phase 1,UNKNOWN,2020-03-05,https://clinicaltrials.gov/study/NCT04302519,Novel Coronavirus Induced Severe Pneumonia Treated by Dental Pulp Mesenchymal Stem Cells
ClinicalTrials.gov,NCT03798028,Xijing Hospital,OTHER,China,UC-MSCs,Rheumatoid Arthritis,Autoimmune / Inflammatory,Mesenchymal Stem Cell (MSC),,N/A (Device/Behavioral),UNKNOWN,2017-12-26,https://clinicaltrials.gov/study/NCT03798028,The Safety and Effects of Mesenchymal Stem Cell (MSCs) in the Treatment of Rheumatoid Arthritis
ClinicalTrials.gov,NCT05755321,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,OTHER,Italy,Skin biopsy,"Diabetes Mellitus, Type 2; Diabetes Mellitus Type 2 in Obese; Diabetes Mellitus Type 2 in Nonobese; Obesity; Cognitive Dysfunction; Metabolism Disorder",Diabetes / Endocrine,Neural Stem Cell,,Not Reported,UNKNOWN,2020-01-01,https://clinicaltrials.gov/study/NCT05755321,From Skin Fibroblasts to Neural Stem Cells to Investigate in Vitro the Impact of Diabetes on Adult Neurogenesis
ClinicalTrials.gov,NCT03575767,Affiliated Hospital to Academy of Military Medical Sciences,OTHER,China,Myeloablative Hematopoietic Stem Cell Transplantation,Hematologic Neoplasms; Hematopoietic Stem Cell Transplantation; Graft Vs Host Disease; Recurrence,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Not Reported,COMPLETED,2018-05-08,https://clinicaltrials.gov/study/NCT03575767,Characteristics and Dynamics of TCR Repertoire in Patients With Hematological Malignancies After Allo-HSCT
ClinicalTrials.gov,NCT04562467,Canadian Medical and Surgical Knowledge Translation Research Group,OTHER,Canada,Icosapent Ethyl 1000 MG Oral Capsule [Vascepa],"Cardiovascular Diseases; Cardiovascular Risk Factor; Triglycerides High; Diabetes Mellitus, Type 2",Diabetes / Endocrine,Progenitor Cell,,Phase 4,COMPLETED,2020-09-24,https://clinicaltrials.gov/study/NCT04562467,The Use of Icosapent Ethyl on Vascular Progenitor Cells in Individuals With Elevated Cardiovascular Risk
ClinicalTrials.gov,NCT01759784,Royan Institute,OTHER_GOV,Iran,Intraventricular injection,Amyotrophic Lateral Sclerosis,Neurological,Mesenchymal Stem Cell (MSC),,Phase 1,WITHDRAWN,2014-03,https://clinicaltrials.gov/study/NCT01759784,Intraventricular Transplantation of Mesenchymal Stem Cell in Patients With ALS
ClinicalTrials.gov,NCT02116933,Tower Outpatient Surgical Center,OTHER,United States,Adipose Derived Stem Cells; SVF Enriched Autologous Fat Grafting,Micromastia,Other / Unclassified,Mesenchymal Stem Cell (MSC),,Phase 2,UNKNOWN,2013-03,https://clinicaltrials.gov/study/NCT02116933,Grafting of Autologous Adipose Stromal Cell Trial
ClinicalTrials.gov,NCT03292263,St. Petersburg State Pavlov Medical University,OTHER,Russia,Melphalan; Nivolumab; Autologous Stem Cell Transplantation,Multiple Myeloma,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1/2,UNKNOWN,2017-04-24,https://clinicaltrials.gov/study/NCT03292263,ASCT With Nivolumab in Patients With Multiple Myeloma
ClinicalTrials.gov,NCT00105001,Fred Hutchinson Cancer Center,OTHER,United States; Denmark; Germany,Fludarabine Phosphate; Total-Body Irradiation; Peripheral Blood Stem Cell Transplantation; Allogeneic Hematopoietic Stem Cell Transplantation; Tacrolimus; Mycophenolate Mofetil; Sirolimus,"Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable; Previously Treated Myelodysplastic Syndrome; Refractory Chronic Lymphocytic Leukemia; Refractory Plasma Cell Myeloma; Waldenstrom Macroglobulinemia; Accelerated Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive; Adult Acute Lymphoblastic Leukemia in Remission; Adult Acute Myeloid Leukemia in Remission; Adult Acute Myeloid Leukemia With t(9;11)(p22;q23); MLLT3-MLL; Adult Acute Myeloid Leukemia With Inv(16)(p13.1q22); CBFB-MYH11; Adult Acute Promyelocytic Leukemia With t(15;17)(q22;q12); PML-RARA; Adult Acute Myeloid Leukemia With t(8;21)(q22;q22); RUNX1-RUNX1T1; Atypical Chronic Myeloid Leukemia, BCR-ABL1 Negative; Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive; Childhood Acute Lymphoblastic Leukemia in Remission; Childhood Acute Myeloid Leukemia in Remission; Childhood Burkitt Lymphoma; Childhood Chronic Myelogenous Leukemia, BCR-ABL1 Positive; Childhood Diffuse Large Cell Lymphoma; Childhood Immunoblastic Lymphoma; Childhood Myelodysplastic Syndrome; Stage II Contiguous Adult Burkitt Lymphoma; Stage II Contiguous Adult Diffuse Large Cell Lymphoma; Stage II Contiguous Adult Diffuse Mixed Cell Lymphoma; Stage II Contiguous Adult Diffuse Small Cleaved Cell Lymphoma; Stage II Adult Contiguous Immunoblastic Lymphoma; Stage II Contiguous Adult Lymphoblastic Lymphoma; Stage II Grade 1 Contiguous Follicular Lymphoma; Stage II Grade 2 Contiguous Follicular Lymphoma; Stage II Grade 3 Contiguous Follicular Lymphoma; Stage II Contiguous Mantle Cell Lymphoma; Stage II Non-Contiguous Adult Burkitt Lymphoma; Stage II Non-Contiguous Adult Diffuse Large Cell Lymphoma; Stage II Non-Contiguous Adult Diffuse Mixed Cell Lymphoma; Stage II Non-Contiguous Adult Diffuse Small Cleaved Cell Lymphoma; Stage II Adult Non-Contiguous Immunoblastic Lymphoma; Stage II Non-Contiguous Adult Lymphoblastic Lymphoma; Stage II Grade 1 Non-Contiguous Follicular Lymphoma; Stage II Grade 2 Non-Contiguous Follicular Lymphoma; Stage II Grade 3 Non-Contiguous Follicular Lymphoma; Stage II Non-Contiguous Mantle Cell Lymphoma; Stage II Small Lymphocytic Lymphoma; Recurrent Adult Acute Lymphoblastic Leukemia; Recurrent Adult Acute Myeloid Leukemia; Recurrent Adult Burkitt Lymphoma; Recurrent Adult Diffuse Large Cell Lymphoma; Recurrent Adult Diffuse Mixed Cell Lymphoma; Recurrent Adult Diffuse Small Cleaved Cell Lymphoma; Recurrent Adult Hodgkin Lymphoma; Recurrent Adult Immunoblastic Lymphoma; Recurrent Adult Lymphoblastic Lymphoma; Recurrent Childhood Acute Lymphoblastic Leukemia; Recurrent Childhood Acute Myeloid Leukemia; Recurrent Childhood Anaplastic Large Cell Lymphoma; Recurrent Childhood Large Cell Lymphoma; Recurrent Childhood Lymphoblastic Lymphoma; Recurrent Childhood Burkitt Lymphoma; Recurrent Grade 1 Follicular Lymphoma; Recurrent Grade 2 Follicular Lymphoma; Recurrent Grade 3 Follicular Lymphoma; Recurrent Mantle Cell Lymphoma; Recurrent Marginal Zone Lymphoma; Recurrent Small Lymphocytic Lymphoma; Recurrent Childhood Hodgkin Lymphoma; Recurrent Chronic Myelogenous Leukemia, BCR-ABL1 Positive; Secondary Myelodysplastic Syndrome; Stage I Adult Burkitt Lymphoma; Stage I Adult Diffuse Large Cell Lymphoma; Stage I Adult Diffuse Mixed Cell Lymphoma; Stage I Adult Immunoblastic Lymphoma; Stage I Adult Lymphoblastic Lymphoma; Stage I Childhood Anaplastic Large Cell Lymphoma; Stage I Childhood Large Cell Lymphoma; Stage I Childhood Lymphoblastic Lymphoma; Stage I Childhood Burkitt Lymphoma; Stage I Grade 1 Follicular Lymphoma; Stage I Grade 2 Follicular Lymphoma; Stage I Grade 3 Follicular Lymphoma; Stage I Mantle Cell Lymphoma; Stage I Marginal Zone Lymphoma; Stage I Small Lymphocytic Lymphoma; Stage II Childhood Anaplastic Large Cell Lymphoma; Stage II Childhood Lymphoblastic Lymphoma; Stage II Childhood Burkitt Lymphoma; Stage III Adult Burkitt Lymphoma; Stage III Adult Diffuse Large Cell Lymphoma; Stage III Adult Diffuse Mixed Cell Lymphoma; Stage III Adult Diffuse Small Cleaved Cell Lymphoma; Stage III Adult Immunoblastic Lymphoma; Stage III Adult Lymphoblastic Lymphoma; Stage III Childhood Anaplastic Large Cell Lymphoma; Stage III Childhood Large Cell Lymphoma; Stage III Childhood Lymphoblastic Lymphoma; Stage III Childhood Burkitt Lymphoma; Stage III Grade 1 Follicular Lymphoma; Stage III Grade 2 Follicular Lymphoma; Stage III Grade 3 Follicular Lymphoma; Stage III Mantle Cell Lymphoma; Stage III Marginal Zone Lymphoma; Stage III Small Lymphocytic Lymphoma; Stage IV Adult Burkitt Lymphoma; Stage IV Adult Diffuse Large Cell Lymphoma; Stage IV Adult Diffuse Mixed Cell Lymphoma; Stage IV Adult Diffuse Small Cleaved Cell Lymphoma; Stage IV Adult Immunoblastic Lymphoma; Stage IV Adult Lymphoblastic Lymphoma; Stage IV Childhood Anaplastic Large Cell Lymphoma; Stage IV Childhood Large Cell Lymphoma; Stage IV Childhood Lymphoblastic Lymphoma; Stage IV Childhood Burkitt Lymphoma; Stage IV Grade 1 Follicular Lymphoma; Stage IV Grade 2 Follicular Lymphoma; Stage IV Grade 3 Follicular Lymphoma; Stage IV Mantle Cell Lymphoma; Stage IV Marginal Zone Lymphoma; Stage IV Small Lymphocytic Lymphoma",Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,COMPLETED,2004-11,https://clinicaltrials.gov/study/NCT00105001,Tacrolimus and Mycophenolate Mofetil With or Without Sirolimus in Preventing Acute Graft-Versus-Host Disease in Patients Who Are Undergoing Donor Stem Cell Transplant for Hematologic Cancer
ClinicalTrials.gov,NCT01547689,Affiliated Hospital to Academy of Military Medical Sciences,OTHER,China,Human Umbilical Cord Derived MSC,Alzheimer's Disease,Neurological,Mesenchymal Stem Cell (MSC),,Phase 1/2,UNKNOWN,2012-03,https://clinicaltrials.gov/study/NCT01547689,Safety and Efficiency of Umbilical Cord-derived Mesenchymal Stem Cells(UC-MSC) in Patients With Alzheimer's Disease
ClinicalTrials.gov,NCT01885689,City of Hope Medical Center,OTHER,United States,clofarabine; melphalan; allogeneic hematopoietic stem cell transplantation; tacrolimus; sirolimus; Pharmacological Study,Adult Acute Lymphoblastic Leukemia in Remission; Acute Myeloid Leukemia Arising From Previous Myelodysplastic Syndrome; Adult Acute Myeloid Leukemia in Remission; Myelodysplastic Syndrome; Secondary Myelodysplastic Syndrome; Chronic Myelomonocytic Leukemia; Therapy-Related Myelodysplastic Syndrome,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 2,ACTIVE_NOT_RECRUITING,2014-02-10,https://clinicaltrials.gov/study/NCT01885689,"Clofarabine and Melphalan Before Donor Stem Cell Transplant in Treating Patients With Myelodysplasia, Acute Leukemia in Remission, or Chronic Myelomonocytic Leukemia"
ClinicalTrials.gov,NCT02572596,Wang Guorong,OTHER,China,rhTPO; CTX; -CSF,Multiple Myeloma,Oncology / Hematologic Malignancy,Cord Blood / HSC,,N/A (Device/Behavioral),UNKNOWN,2013-01-01,https://clinicaltrials.gov/study/NCT02572596,Comparing Intermediate-dose CTX+ G-CSF Plus or Not rhTPO for PB CD34+ Cells Mobilization in MM Patients
ClinicalTrials.gov,NCT00499889,M.D. Anderson Cancer Center,OTHER,United States,Imatinib Mesylate; Fludarabine (Fludara); Busulfan; Antithymocyte Globulin (ATG); Tacrolimus; Methotrexate; Donor lymphocyte infusion (DLI); Stem Cell Transplant,Leukemia,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 2,TERMINATED,2003-02,https://clinicaltrials.gov/study/NCT00499889,"Imatinib Mesylate, Busulfan, Fludarabine, and Antithymocyte Globulin for CML Patients"
ClinicalTrials.gov,NCT00716690,Hadassah Medical Organization,OTHER,Israel,Multi donor stem cell transplantation,Graft-Versus-Host Disease,Autoimmune / Inflammatory,Stem Cell (Unspecified Type),,Phase 1/2,UNKNOWN,2008-07,https://clinicaltrials.gov/study/NCT00716690,Multi Donor Mismatched Stem Cell Transplantation (MDT)
ClinicalTrials.gov,NCT01828723,Antria,INDUSTRY,United States,SVF,Lipoatrophy; Aging; Wrinkles,Aesthetic / Anti-aging / Healthy Volunteer,Adipose-Derived Stem Cell,,Phase 1,COMPLETED,2013-04,https://clinicaltrials.gov/study/NCT01828723,Safety Study of Antria Cell Preparation Process to Enhance Facial Fat Grafting With Adipose Derived Stem Cells
ClinicalTrials.gov,NCT04008368,"National Heart, Lung, and Blood Institute (NHLBI)",NIH,United States,CliniMACS CD34 Reagent,Myeloid Chimerism,Other / Unclassified,Cord Blood / HSC,,Phase 1/2,RECRUITING,2019-10-24,https://clinicaltrials.gov/study/NCT04008368,Repeat Peripheral Blood Stem Cell Transplantation for Patients With Sickle Cell Disease and Falling Donor Myeloid Chimerism Levels
ClinicalTrials.gov,NCT03180450,"Sclnow Biotechnology Co., Ltd.",INDUSTRY,China,Allogeneic umbilical cord mesenchymal stem cells (SCLnow 19#); conventional treatment,Heart Failure,Cardiovascular,Mesenchymal Stem Cell (MSC),,Phase 1/2,SUSPENDED,2025-12-31,https://clinicaltrials.gov/study/NCT03180450,The Study of Heart Failure With Human Umbilical Cord Mesenchymal Stem Cells (19#iSCLife®-HF)
ClinicalTrials.gov,NCT02881489,University of Warmia and Mazury,OTHER,,Biological: Cell-based therapy,Amyotrophic Lateral Sclerosis,Neurological,Mesenchymal Stem Cell (MSC),,Phase 1,UNKNOWN,2015-11,https://clinicaltrials.gov/study/NCT02881489,Autologous Bone Marrow Mesenchymal Stem Cells in the Treatment of Patients With Amyotrophic Lateral Sclerosis
ClinicalTrials.gov,NCT01459640,National University of Malaysia,OTHER,Malaysia,Hyaluronic Acid; Autologous bone marrow-derived mesenchymal stem cells,Osteoarthritis,Orthopedic / Musculoskeletal,Mesenchymal Stem Cell (MSC),,Phase 2,UNKNOWN,2011-03,https://clinicaltrials.gov/study/NCT01459640,Intra-Articular Autologous Bone Marrow Mesenchymal Stem Cells Transplantation to Treat Mild to Moderate Osteoarthritis
ClinicalTrials.gov,NCT00816413,University of Nebraska,OTHER,,cyclosporine; mycophenolate mofetil; pentostatin; cytogenetic analysis; fluorescence in situ hybridization; protein analysis; flow cytometry; immunoenzyme technique; laboratory biomarker analysis; reduced-intensity transplant conditioning procedure; nonmyeloablative allogeneic hematopoietic stem cell transplantation; peripheral blood stem cell transplantation (PBSC); total-body irradiation,Chronic Myeloproliferative Disorders; Leukemia; Lymphoma; Myelodysplastic Syndromes; Nonmalignant Neoplasm,Oncology / Hematologic Malignancy,Cord Blood / HSC,,Phase 1/2,WITHDRAWN,2008-09,https://clinicaltrials.gov/study/NCT00816413,"Donor Stem Cell Transplant, Pentostatin, and Total-Body Irradiation in Treating Patients With Hematological Cancer"
ClinicalTrials.gov,NCT00009763,"University of California, Davis",OTHER,United States,filgrastim; monoclonal antibody m170; cyclosporine; paclitaxel; peripheral blood stem cell transplantation; yttrium Y 90 monoclonal antibody m170,Breast Cancer,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1,UNKNOWN,2001-03,https://clinicaltrials.gov/study/NCT00009763,"Monoclonal Antibody Therapy, Cyclosporine, and Paclitaxel in Treating Patients With Recurrent or Refractory Metastatic Breast Cancer"
ClinicalTrials.gov,NCT02032004,"Mesoblast, Inc.",INDUSTRY,United States; Canada,Rexlemestrocel-L; Sham Comparator,Chronic Heart Failure,Cardiovascular,Mesenchymal Stem Cell (MSC),,Phase 3,COMPLETED,2014-03-03,https://clinicaltrials.gov/study/NCT02032004,Efficacy and Safety of Allogeneic Mesenchymal Precursor Cells (Rexlemestrocel-L) for the Treatment of Heart Failure
ClinicalTrials.gov,NCT00027547,Fred Hutchinson Cancer Center,OTHER,United States; Germany,therapeutic allogeneic lymphocytes; cyclosporine; cytarabine; fludarabine phosphate; methotrexate; mycophenolate mofetil; allogeneic bone marrow transplantation; peripheral blood stem cell transplantation; radiation therapy,Leukemia,Oncology / Hematologic Malignancy,Stem Cell (Unspecified Type),,Phase 1/2,COMPLETED,2001-07,https://clinicaltrials.gov/study/NCT00027547,Combination Chemotherapy and Total-Body Irradiation Followed by Peripheral Stem Cell or Bone Marrow Transplantation in Treating Patients With Acute Lymphoblastic Leukemia
ClinicalTrials.gov,NCT03276455,"Nanfang Hospital, Southern Medical University",OTHER,China,Autologous CD34+ cells genetically modified,Beta Thalassemia Major,Hematologic / Genetic Blood Disorder,Cord Blood / HSC,,Phase 1/2,UNKNOWN,2017-09-15,https://clinicaltrials.gov/study/NCT03276455,Gene Therapy for Beta-Thalassemia Major Using Autologous Hematopoietic Stem Cell Genetically Modified
